"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"1",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","0","+1.9","50% (8/16)"
"2",1,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","0","+2.1","56% (9/16)"
"3",1,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","0","-0.3","40% (6/15)"
"4",1,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","0","+2.6","60% (9/15)"
"5",1,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","+2","+2.4","62% (10/16)"
"6",1,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","+2","-0.1","37% (6/16)"
"7",1,"Jonathan Taylor",IND,"RB3","13","4 out of 5","3 out of 5","4 out of 5 stars","-1","+2.6","43% (7/16)"
"8",1,"Christian McCaffrey",SF,"RB4","8","4 out of 5","4 out of 5","2 out of 5 stars","-3","+2.8","75% (12/16)"
"9",1,"James Cook III",BUF,"RB5","7","5 out of 5","1 out of 5","2 out of 5 stars","0","+2.2","62% (10/16)"
"10",1,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","0","-2.4","38% (5/13)"
"11",2,"Justin Jefferson",MIN,"WR6","6","5 out of 5","2 out of 5","5 out of 5 stars","+2","-4.0","25% (4/16)"
"12",2,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","+2","+2.0","56% (9/16)"
"13",2,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-2","-2.1","37% (6/16)"
"14",2,"A.J. Brown",NE,"WR7","11","5 out of 5","2 out of 5","2 out of 5 stars","+5","-0.1","46% (7/15)"
"15",2,"Drake London",ATL,"WR8","11","4 out of 5","3 out of 5","3 out of 5 stars","+5","+0.9","45% (5/11)"
"16",2,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-4","+0.1","31% (5/16)"
"17",2,"Omarion Hampton",LAC,"RB9","7","5 out of 5","2 out of 5","3 out of 5 stars","-2","+0.7","55% (5/9)"
"18",2,"Kenneth Walker III",KC,"RB10","5","5 out of 5","4 out of 5","3 out of 5 stars","-1","-1.4","25% (4/16)"
"19",2,"Nico Collins",HOU,"WR9","8","4 out of 5","2 out of 5","3 out of 5 stars","+4","-0.5","46% (7/15)"
"20",2,"Brock Bowers",LV,"TE1","13","5 out of 5","1 out of 5","3 out of 5 stars","+2","-","-"
"21",2,"Derrick Henry",BAL,"RB11","13","4 out of 5","2 out of 5","3 out of 5 stars","-3","+1.4","43% (7/16)"
"22",2,"George Pickens",DAL,"WR10","14","4 out of 5","3 out of 5","2 out of 5 stars","+2","+2.4","43% (7/16)"
"23",3,"Ashton Jeanty",LV,"RB12","13","4 out of 5","3 out of 5","2 out of 5 stars","-7","-0.6","43% (7/16)"
"24",3,"Chris Olave",NO,"WR11","8","4 out of 5","4 out of 5","3 out of 5 stars","+2","+2.4","50% (8/16)"
"25",3,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","0","+2.2","56% (9/16)"
"26",3,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","+3","-","-"
"27",3,"DeVonta Smith",PHI,"WR13","10","4 out of 5","2 out of 5","4 out of 5 stars","+4","-1.0","37% (6/16)"
"28",3,"Josh Allen",BUF,"QB1","7","5 out of 5","2 out of 5","3 out of 5 stars","-7","+0.7","50% (8/16)"
"29",3,"Rashee Rice",KC,"WR14","5","4 out of 5","4 out of 5","2 out of 5 stars","+4","-","-"
"30",3,"Zay Flowers",BAL,"WR15","13","4 out of 5","2 out of 5","4 out of 5 stars","+4","-0.4","37% (6/16)"
"31",3,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-4","+0.9","56% (9/16)"
"32",3,"Javonte Williams",DAL,"RB14","14","4 out of 5","3 out of 5","4 out of 5 stars","-2","+0.9","56% (9/16)"
"33",3,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","+6","+0.9","50% (7/14)"
"34",3,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","-2","-1.2","43% (7/16)"
"35",3,"Jaylen Waddle",DEN,"WR17","10","4 out of 5","3 out of 5","2 out of 5 stars","+10","-1.0","43% (7/16)"
"36",3,"Ladd McConkey",LAC,"WR18","7","4 out of 5","3 out of 5","2 out of 5 stars","+4","-2.1","43% (7/16)"
"37",3,"Garrett Wilson",NYJ,"WR19","13","4 out of 5","4 out of 5","4 out of 5 stars","+7","-","-"
"38",3,"Lamar Jackson",BAL,"QB2","13","4 out of 5","4 out of 5","3 out of 5 stars","-2","-4.4","41% (5/12)"
"39",3,"Tetairoa McMillan",CAR,"WR20","5","4 out of 5","3 out of 5","2 out of 5 stars","-2","-0.3","37% (6/16)"
"40",3,"Jeremiyah Love",ARI,"RB16","14","5 out of 5","4 out of 5","2 out of 5 stars","-12","-","-"
"41",3,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","0","+1.9","53% (8/15)"
"42",3,"Emeka Egbuka",TB,"WR21","10","4 out of 5","3 out of 5","4 out of 5 stars","+1","-1.4","31% (5/16)"
"43",4,"Travis Etienne Jr.",NO,"RB17","8","4 out of 5","4 out of 5","3 out of 5 stars","-8","+2.2","62% (10/16)"
"44",4,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+7","+1.5","56% (9/16)"
"45",4,"D'Andre Swift",CHI,"RB18","10","3 out of 5","3 out of 5","2 out of 5 stars","-3","+2.1","60% (9/15)"
"46",4,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+8","-0.6","33% (3/9)"
"47",4,"Davante Adams",LAR,"WR23","11","4 out of 5","4 out of 5","1 out of 5 stars","+10","+0.2","50% (7/14)"
"48",4,"Luther Burden III",CHI,"WR24","10","4 out of 5","4 out of 5","3 out of 5 stars","+5","+1.8","57% (8/14)"
"49",4,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+3","-0.9","57% (4/7)"
"50",4,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+10","+0.1","50% (8/16)"
"51",4,"Bucky Irving",TB,"RB19","10","3 out of 5","4 out of 5","2 out of 5 stars","-4","-1.1","44% (4/9)"
"52",4,"Tyler Warren",IND,"TE4","13","5 out of 5","2 out of 5","3 out of 5 stars","-2","-0.4","50% (8/16)"
"53",4,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-15","-","-"
"54",4,"David Montgomery",HOU,"RB21","8","4 out of 5","2 out of 5","4 out of 5 stars","-6","-0.1","43% (7/16)"
"55",4,"DJ Moore",BUF,"WR26","7","4 out of 5","2 out of 5","4 out of 5 stars","-6","-0.5","31% (5/16)"
"56",4,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+8","+2.4","50% (5/10)"
"57",4,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-11","-","-"
"58",4,"Rome Odunze",CHI,"WR28","10","4 out of 5","3 out of 5","3 out of 5 stars","+5","-1.6","46% (6/13)"
"59",4,"Bhayshul Tuten",JAC,"RB23","7","4 out of 5","3 out of 5","4 out of 5 stars","-1","-","-"
"60",4,"Jalen Hurts",PHI,"QB5","10","4 out of 5","3 out of 5","5 out of 5 stars","+1","-2.1","37% (6/16)"
"61",4,"Jadarian Price",SEA,"RB24","11","4 out of 5","3 out of 5","4 out of 5 stars","-5","-","-"
"62",4,"Mike Evans",SF,"WR29","8","4 out of 5","3 out of 5","2 out of 5 stars","+4","-2.7","28% (2/7)"
"63",4,"Jayden Daniels",WAS,"QB6","7","4 out of 5","4 out of 5","2 out of 5 stars","-1","-","-"
"64",4,"Parker Washington",JAC,"WR30","7","4 out of 5","2 out of 5","4 out of 5 stars","+3","+3.8","80% (12/15)"
"65",5,"TreVeyon Henderson",NE,"RB25","11","4 out of 5","3 out of 5","2 out of 5 stars","-6","0.0","31% (5/16)"
"66",5,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+6","+1.2","62% (10/16)"
"67",5,"Rhamondre Stevenson",NE,"RB26","11","4 out of 5","3 out of 5","2 out of 5 stars","+2","+0.4","53% (7/13)"
"68",5,"Tucker Kraft",GB,"TE5","11","5 out of 5","2 out of 5","2 out of 5 stars","-3","-","-"
"69",5,"Jaylen Warren",PIT,"RB27","9","4 out of 5","4 out of 5","2 out of 5 stars","-1","-0.1","46% (7/15)"
"70",5,"Marvin Harrison Jr.",ARI,"WR31","14","3 out of 5","4 out of 5","2 out of 5 stars","+5","-1.7","50% (6/12)"
"71",5,"Justin Herbert",LAC,"QB8","7","5 out of 5","2 out of 5","2 out of 5 stars","+6","0.0","37% (6/16)"
"72",5,"Carnell Tate",TEN,"WR32","9","4 out of 5","2 out of 5","3 out of 5 stars","+2","-","-"
"73",5,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+10","+3.9","75% (12/16)"
"74",5,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+5","+1.9","68% (11/16)"
"75",5,"Tony Pollard",TEN,"RB28","9","4 out of 5","2 out of 5","3 out of 5 stars","+3","0.0","25% (4/16)"
"76",5,"Brian Thomas Jr.",JAC,"WR33","7","2 out of 5","4 out of 5","4 out of 5 stars","+4","-2.4","30% (4/13)"
"77",5,"DK Metcalf",PIT,"WR34","9","3 out of 5","3 out of 5","3 out of 5 stars","+5","-","-"
"78",5,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-8","+2.0","56% (9/16)"
"79",5,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","4 out of 5","4 out of 5 stars","+5","+0.2","37% (3/8)"
"80",5,"Rico Dowdle",PIT,"RB29","9","4 out of 5","4 out of 5","2 out of 5 stars","-4","+1.1","31% (5/16)"
"81",5,"Jonathon Brooks",CAR,"RB30","5","4 out of 5","4 out of 5","1 out of 5 stars","0","-","-"
"82",5,"Sam LaPorta",DET,"TE7","6","4 out of 5","4 out of 5","3 out of 5 stars","-11","+0.7","44% (4/9)"
"83",5,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-10","+1.7","50% (8/16)"
"84",5,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+5","0.0","50% (8/16)"
"85",5,"Quentin Johnston",LAC,"WR37","7","4 out of 5","3 out of 5","2 out of 5 stars","+18","+0.9","57% (8/14)"
"86",5,"J.K. Dobbins",DEN,"RB31","10","4 out of 5","4 out of 5","2 out of 5 stars","+4","0.0","50% (5/10)"
"87",5,"Michael Pittman Jr.",PIT,"WR38","9","4 out of 5","3 out of 5","3 out of 5 stars","+28","-0.7","56% (9/16)"
"88",5,"MarShawn Lloyd",GB,"RB32","11","4 out of 5","4 out of 5","4 out of 5 stars","+11","-","-"
"89",5,"Michael Wilson",ARI,"WR39","14","-","-","2 out of 5 stars","-3","+2.4","68% (11/16)"
"90",6,"Blake Corum",LAR,"RB33","11","4 out of 5","4 out of 5","5 out of 5 stars","+1","+2.1","56% (9/16)"
"91",6,"Alec Pierce",IND,"WR40","13","4 out of 5","4 out of 5","4 out of 5 stars","+1","+2.5","64% (9/14)"
"92",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-5","+1.6","50% (5/10)"
"93",6,"Chuba Hubbard",CAR,"RB34","5","2 out of 5","4 out of 5","1 out of 5 stars","-5","-1.1","28% (4/14)"
"94",6,"Brock Purdy",SF,"QB11","8","4 out of 5","1 out of 5","1 out of 5 stars","+18","+4.6","87% (7/8)"
"95",6,"Bo Nix",DEN,"QB12","10","4 out of 5","2 out of 5","3 out of 5 stars","+6","+1.0","50% (8/16)"
"96",6,"Jaxson Dart",NYG,"QB13","8","5 out of 5","4 out of 5","4 out of 5 stars","-1","+2.2","64% (9/14)"
"97",6,"Josh Downs",IND,"WR41","13","4 out of 5","4 out of 5","4 out of 5 stars","+14","-0.5","46% (7/15)"
"98",6,"RJ Harvey",DEN,"RB35","10","2 out of 5","4 out of 5","2 out of 5 stars","-13","+2.0","50% (8/16)"
"99",6,"Stefon Diggs",WAS,"WR42","7","4 out of 5","2 out of 5","2 out of 5 stars","+5","+0.1","50% (8/16)"
"100",6,"Jacory Croskey-Merritt",WAS,"RB36","7","4 out of 5","4 out of 5","4 out of 5 stars","-3","-0.2","37% (6/16)"
"101",6,"Jordan Mason",MIN,"RB37","6","4 out of 5","3 out of 5","4 out of 5 stars","-7","-1.0","33% (5/15)"
"102",6,"Wan'Dale Robinson",TEN,"WR43","9","4 out of 5","3 out of 5","3 out of 5 stars","+26","+1.1","43% (7/16)"
"103",6,"Patrick Mahomes II",KC,"QB14","5","3 out of 5","4 out of 5","2 out of 5 stars","+10","-","-"
"104",6,"Travis Kelce",KC,"TE10","5","2 out of 5","2 out of 5","4 out of 5 stars","-11","+0.2","50% (8/16)"
"105",6,"Jayden Reed",GB,"WR44","11","4 out of 5","4 out of 5","5 out of 5 stars","+5","-1.9","33% (2/6)"
"106",6,"Kenny Gainwell",TB,"RB38","10","4 out of 5","3 out of 5","2 out of 5 stars","+3","+2.4","43% (7/16)"
"107",6,"Jordan Addison",MIN,"WR45","6","4 out of 5","4 out of 5","5 out of 5 stars","-1","-0.4","30% (4/13)"
"108",6,"Jared Goff",DET,"QB15","6","4 out of 5","1 out of 5","5 out of 5 stars","+15","+0.8","43% (7/16)"
"109",6,"Matthew Stafford",LAR,"QB16","11","4 out of 5","2 out of 5","3 out of 5 stars","-7","+3.3","62% (10/16)"
"110",6,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-12","+1.6","54% (6/11)"
"111",6,"Makai Lemon",PHI,"WR46","10","4 out of 5","2 out of 5","4 out of 5 stars","-3","-","-"
"112",6,"Kyle Monangai",CHI,"RB39","10","4 out of 5","3 out of 5","2 out of 5 stars","-16","+1.2","43% (7/16)"
"113",6,"Rachaad White",WAS,"RB40","7","4 out of 5","3 out of 5","4 out of 5 stars","+6","-1.2","37% (6/16)"
"114",6,"Jakobi Meyers",JAC,"WR47","7","2 out of 5","3 out of 5","4 out of 5 stars","+20","-1.4","33% (5/15)"
"115",6,"Isaiah Likely",NYG,"TE12","8","4 out of 5","3 out of 5","3 out of 5 stars","-15","-1.9","23% (3/13)"
"116",6,"KC Concepcion",CLE,"WR48","11","4 out of 5","4 out of 5","3 out of 5 stars","+6","-","-"
"117",6,"Dallas Goedert",PHI,"TE13","10","4 out of 5","3 out of 5","4 out of 5 stars","+3","+1.9","53% (8/15)"
"118",6,"Kyler Murray",MIN,"QB17","6","4 out of 5","2 out of 5","5 out of 5 stars","+11","-","-"
"119",6,"Aaron Jones Sr.",MIN,"RB41","6","1 out of 5","4 out of 5","4 out of 5 stars","+6","-1.3","33% (4/12)"
"120",6,"De'Zhaun Stribling",SF,"WR49","8","4 out of 5","4 out of 5","2 out of 5 stars","-13","-","-"
"121",6,"Jordan Love",GB,"QB18","11","4 out of 5","3 out of 5","4 out of 5 stars","+12","-1.2","46% (7/15)"
"122",6,"Baker Mayfield",TB,"QB19","10","3 out of 5","4 out of 5","2 out of 5 stars","+15","-0.9","56% (9/16)"
"123",6,"Jake Ferguson",DAL,"TE14","14","2 out of 5","4 out of 5","2 out of 5 stars","-5","+0.3","50% (8/16)"
"124",6,"Matthew Golden",GB,"WR50","11","3 out of 5","4 out of 5","5 out of 5 stars","+6","-2.6","23% (3/13)"
"125",6,"Chris Rodriguez Jr.",JAC,"RB42","7","3 out of 5","4 out of 5","4 out of 5 stars","+15","+1.8","58% (7/12)"
"126",6,"Xavier Worthy",KC,"WR51","5","4 out of 5","4 out of 5","2 out of 5 stars","+16","-3.4","14% (2/14)"
"127",6,"Romeo Doubs",NE,"WR52","11","3 out of 5","3 out of 5","2 out of 5 stars","+19","-0.4","43% (7/16)"
"128",6,"Mark Andrews",BAL,"TE15","13","4 out of 5","4 out of 5","4 out of 5 stars","-7","-1.1","25% (4/16)"
"129",6,"Juwan Johnson",NO,"TE16","8","4 out of 5","2 out of 5","2 out of 5 stars","+2","+1.1","50% (8/16)"
"130",6,"Tyler Allgeier",ARI,"RB43","14","3 out of 5","4 out of 5","2 out of 5 stars","+5","+1.0","56% (9/16)"
"131",6,"Woody Marks",HOU,"RB44","8","3 out of 5","4 out of 5","4 out of 5 stars","+8","+0.1","40% (6/15)"
"132",6,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+33","+1.6","46% (7/15)"
"133",6,"Jalen Coker",CAR,"WR53","5","4 out of 5","2 out of 5","2 out of 5 stars","+23","+0.5","40% (4/10)"
"134",6,"Khalil Shakir",BUF,"WR54","7","2 out of 5","4 out of 5","4 out of 5 stars","+25","-1.1","37% (6/16)"
"135",6,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","+19","+1.8","26% (4/15)"
"136",7,"Deebo Samuel Sr.",SF,"WR55","8","4 out of 5","3 out of 5","2 out of 5 stars","+5","-0.7","46% (7/15)"
"137",7,"Tyjae Spears",TEN,"RB45","9","4 out of 5","4 out of 5","3 out of 5 stars","+21","-0.2","25% (3/12)"
"138",7,"Jonah Coleman",DEN,"RB46","10","4 out of 5","4 out of 5","2 out of 5 stars","+7","-","-"
"139",7,"Mike Washington Jr.",LV,"RB47","13","4 out of 5","4 out of 5","2 out of 5 stars","-12","-","-"
"140",7,"Rashid Shaheed",SEA,"WR56","11","3 out of 5","4 out of 5","3 out of 5 stars","+3","-0.4","41% (7/17)"
"141",7,"Jordyn Tyson",NO,"WR57","8","3 out of 5","5 out of 5","3 out of 5 stars","-24","-","-"
"142",7,"Sam Darnold",SEA,"QB22","11","1 out of 5","4 out of 5","4 out of 5 stars","+7","-0.3","56% (9/16)"
"143",7,"Keaton Mitchell",LAC,"RB48","7","4 out of 5","3 out of 5","3 out of 5 stars","+18","+0.4","50% (6/12)"
"144",7,"Dylan Sampson",CLE,"RB49","11","4 out of 5","3 out of 5","3 out of 5 stars","+62","+0.5","42% (6/14)"
"145",7,"Zach Charbonnet",SEA,"RB50","11","3 out of 5","4 out of 5","4 out of 5 stars","+5","+1.9","60% (9/15)"
"146",7,"Tank Bigsby",PHI,"RB51","10","4 out of 5","2 out of 5","4 out of 5 stars","+11","+0.2","31% (5/16)"
"147",7,"Hunter Henry",NE,"TE17","11","2 out of 5","4 out of 5","4 out of 5 stars","+4","+0.5","43% (7/16)"
"148",7,"C.J. Stroud",HOU,"QB23","8","3 out of 5","4 out of 5","4 out of 5 stars","+16","-0.9","38% (5/13)"
"149",7,"Brenton Strange",JAC,"TE18","7","4 out of 5","3 out of 5","3 out of 5 stars","+24","+0.2","54% (6/11)"
"150",7,"Chig Okonkwo",WAS,"TE19","7","4 out of 5","3 out of 5","1 out of 5 stars","+21","+0.2","50% (8/16)"
"151",7,"Daniel Jones",IND,"QB24","13","4 out of 5","4 out of 5","4 out of 5 stars","+29","-","-"
"152",7,"Braelon Allen",NYJ,"RB52","13","1 out of 5","4 out of 5","3 out of 5 stars","+20","-1.2","50% (2/4)"
"153",7,"Dalton Schultz",HOU,"TE20","8","4 out of 5","2 out of 5","4 out of 5 stars","+29","+0.9","56% (9/16)"
"154",7,"Denzel Boston",CLE,"WR58","11","4 out of 5","4 out of 5","3 out of 5 stars","+31","-","-"
"155",7,"Tre Tucker",LV,"WR59","13","4 out of 5","2 out of 5","2 out of 5 stars","+14","+0.2","37% (6/16)"
"156",7,"Cam Ward",TEN,"QB25","9","4 out of 5","4 out of 5","3 out of 5 stars","+23","-0.6","50% (8/16)"
"157",7,"Adonai Mitchell",NYJ,"WR60","13","4 out of 5","4 out of 5","4 out of 5 stars","+75","0.0","28% (4/14)"
"158",7,"Josh Jacobs",GB,"RB53","11","2 out of 5","5 out of 5","4 out of 5 stars","-103","-1.7","40% (6/15)"
"159",7,"Emmett Johnson",KC,"RB54","5","4 out of 5","4 out of 5","3 out of 5 stars","+8","-","-"
"160",7,"Alvin Kamara",NO,"RB55","8","2 out of 5","4 out of 5","3 out of 5 stars","-8","-4.1","18% (2/11)"
"161",7,"Brian Robinson Jr.",ATL,"RB56","11","2 out of 5","4 out of 5","2 out of 5 stars","-14","-0.6","25% (4/16)"
"162",7,"Tyrone Tracy Jr.",NYG,"RB57","8","1 out of 5","4 out of 5","4 out of 5 stars","-7","-0.5","35% (5/14)"
"163",7,"Kayshon Boutte",HOU,"WR61","8","2 out of 5","4 out of 5","3 out of 5 stars","+36","+0.8","46% (6/13)"
"164",7,"Jalen McMillan",TB,"WR62","10","4 out of 5","3 out of 5","4 out of 5 stars","+65","+5.0","100% (3/3)"
"165",7,"Ray Davis",BUF,"RB58","7","-","-","2 out of 5 stars","+13","-0.3","31% (5/16)"
"166",7,"Dontayvion Wicks",PHI,"WR63","10","4 out of 5","4 out of 5","4 out of 5 stars","+44","-0.5","35% (5/14)"
"167",7,"Jerry Jeudy",CLE,"WR64","11","1 out of 5","5 out of 5","3 out of 5 stars","+54","-2.2","18% (3/16)"
"168",7,"Tre' Harris",LAC,"WR65","7","4 out of 5","2 out of 5","2 out of 5 stars","+65","-0.4","37% (6/16)"
"169",7,"Terrance Ferguson",LAR,"TE21","11","4 out of 5","4 out of 5","4 out of 5 stars","+12","+1.4","42% (6/14)"
"170",8,"Ryan Flournoy",DAL,"WR66","14","4 out of 5","4 out of 5","2 out of 5 stars","+69","+3.2","66% (8/12)"
"171",8,"Pat Bryant",DEN,"WR67","10","3 out of 5","3 out of 5","2 out of 5 stars","+75","+0.3","35% (5/14)"
"172",8,"Jauan Jennings",MIN,"WR68","6","2 out of 5","4 out of 5","5 out of 5 stars","+11","+1.0","50% (7/14)"
"173",8,"AJ Barner",SEA,"TE22","11","4 out of 5","3 out of 5","3 out of 5 stars","+22","+1.7","50% (8/16)"
"174",8,"Omar Cooper Jr.",NYJ,"WR69","13","3 out of 5","4 out of 5","4 out of 5 stars","+53","-","-"
"175",8,"Jalen Nailor",LV,"WR70","13","-","-","2 out of 5 stars","-5","-0.2","31% (5/16)"
"176",8,"Bryce Young",CAR,"QB26","5","3 out of 5","4 out of 5","2 out of 5 stars","-1","-0.4","40% (6/15)"
"177",8,"T.J. Hockenson",MIN,"TE23","6","3 out of 5","4 out of 5","4 out of 5 stars","-3","-1.1","40% (6/15)"
"178",8,"Keenan Allen",IND,"WR71","13","3 out of 5","4 out of 5","4 out of 5 stars","-10","-1.4","25% (4/16)"
"179",8,"Malik Washington",MIA,"WR72","6","2 out of 5","4 out of 5","3 out of 5 stars","+38","-1.1","31% (5/16)"
"180",8,"Kenyon Sadiq",NYJ,"TE24","13","3 out of 5","4 out of 5","4 out of 5 stars","+9","-","-"
"181",8,"Isiah Pacheco",DET,"RB59","6","3 out of 5","4 out of 5","5 out of 5 stars","-28","-1.9","30% (4/13)"
"182",8,"Houston Texans",HOU,"DST1","8","-","-","2 out of 5 stars","-68","+2.2","62% (10/16)"
"183",8,"Kimani Vidal",LAC,"RB60","7","1 out of 5","4 out of 5","3 out of 5 stars","+54","+0.4","45% (5/11)"
"184",8,"Jaylin Noel",HOU,"WR73","8","4 out of 5","3 out of 5","3 out of 5 stars","+139","+0.6","37% (6/16)"
"185",8,"Calvin Ridley",TEN,"WR74","9","2 out of 5","4 out of 5","3 out of 5 stars","+45","-","-"
"186",8,"Denver Broncos",DEN,"DST2","10","-","-","4 out of 5 stars","-62","0.0","56% (9/16)"
"187",8,"Los Angeles Rams",LAR,"DST3","11","-","-","2 out of 5 stars","-82","+0.8","56% (9/16)"
"188",8,"Jacoby Brissett",ARI,"QB27","14","3 out of 5","4 out of 5","2 out of 5 stars","+46","+2.5","60% (9/15)"
"189",8,"Seattle Seahawks",SEA,"DST4","11","-","-","2 out of 5 stars","-63","+3.8","68% (11/16)"
"190",8,"Gunnar Helm",TEN,"TE25","9","3 out of 5","3 out of 5","3 out of 5 stars","+66","+0.6","50% (8/16)"
"191",8,"Oronde Gadsden II",LAC,"TE26","7","3 out of 5","4 out of 5","4 out of 5 stars","-5","+0.8","42% (6/14)"
"192",8,"Philadelphia Eagles",PHI,"DST5","10","-","-","0 out of 5 stars","-56","+1.1","50% (8/16)"
"193",8,"Travis Hunter",JAC,"WR75","7","2 out of 5","4 out of 5","4 out of 5 stars","-2","-","-"
"194",8,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","4 out of 5","2 out of 5 stars","+4","+0.9","37% (6/16)"
"195",8,"Rashod Bateman",BAL,"WR76","13","2 out of 5","4 out of 5","4 out of 5 stars","-","-2.5","23% (3/13)"
"196",8,"Sean Tucker",TB,"RB61","10","3 out of 5","4 out of 5","2 out of 5 stars","+63","+1.4","43% (7/16)"
"197",8,"Malik Davis",DAL,"RB62","14","-","-","4 out of 5 stars","+71","+2.0","57% (4/7)"
"198",8,"Nicholas Singleton",TEN,"RB63","9","3 out of 5","4 out of 5","3 out of 5 stars","+37","-","-"
"199",8,"New England Patriots",NE,"DST6","11","-","-","3 out of 5 stars","-33","+0.8","43% (7/16)"
"200",8,"Minnesota Vikings",MIN,"DST7","6","-","-","1 out of 5 stars","-16","+1.2","37% (6/16)"
"201",8,"Pittsburgh Steelers",PIT,"DST8","9","-","-","5 out of 5 stars","-9","+0.7","50% (8/16)"
"202",8,"Jacksonville Jaguars",JAC,"DST9","7","-","-","3 out of 5 stars","-15","+1.9","81% (13/16)"
"203",8,"Chris Bell",MIA,"WR77","6","3 out of 5","4 out of 5","3 out of 5 stars","+25","-","-"
"204",8,"Los Angeles Chargers",LAC,"DST10","7","-","-","3 out of 5 stars","-10","-0.4","37% (6/16)"
"205",8,"Aaron Rodgers",PIT,"QB28","9","1 out of 5","4 out of 5","2 out of 5 stars","-29","-0.5","53% (8/15)"
"206",8,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","+49","-1.4","33% (5/15)"
"207",8,"Ja'Kobi Lane",BAL,"WR78","13","4 out of 5","4 out of 5","4 out of 5 stars","-59","-","-"
"208",8,"Brandon Aubrey",DAL,"K1","14","4 out of 5","1 out of 5","2 out of 5 stars","-92","+3.1","68% (11/16)"
"209",8,"Baltimore Ravens",BAL,"DST11","13","-","-","5 out of 5 stars","-21","-0.3","56% (9/16)"
"210",8,"Kaytron Allen",WAS,"RB64","7","3 out of 5","4 out of 5","4 out of 5 stars","+37","-","-"
"211",8,"Cameron Dicker",LAC,"K2","7","5 out of 5","1 out of 5","2 out of 5 stars","-73","+2.5","75% (12/16)"
"212",8,"Kaelon Black",SF,"RB65","8","4 out of 5","4 out of 5","2 out of 5 stars","-49","-","-"
"213",8,"Cooper Kupp",SEA,"WR79","11","2 out of 5","4 out of 5","3 out of 5 stars","-16","-1.5","40% (6/15)"
"214",8,"Ka'imi Fairbairn",HOU,"K3","8","5 out of 5","1 out of 5","2 out of 5 stars","-82","+4.8","92% (13/14)"
"215",8,"Malachi Fields",NYG,"WR80","8","4 out of 5","4 out of 5","4 out of 5 stars","+4","-","-"
