RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,UPSIDE ,BUST ,SOS SEASON,ECR VS. ADP,AVG. DIFF ,% OVER 
616,14,Bo Melton,GB,WR213,11,-,-,5 out of 5 stars,-,-,-
617,14,Malachi Corley,CLE,WR214,11,-,-,3 out of 5 stars,-,-0.4,33% (3/9)
618,14,Keleki Latu,BUF,TE119,7,-,-,3 out of 5 stars,-,-,-
619,14,Coleman Owen,IND,WR215,13,-,-,4 out of 5 stars,-,-,-
620,14,Nikko Remigio,KC,WR216,5,-,-,2 out of 5 stars,-,-,-
621,14,Devin Duvernay,ARI,WR217,14,-,-,2 out of 5 stars,-,-,-
622,14,Dareke Young,LV,WR218,13,-,-,2 out of 5 stars,-,-,-
623,14,Isaiah Hodgins,FA,WR219,-,-,-,-,-,-1.5,33% (2/6)
624,14,Kendrick Law,DET,WR220,6,-,-,4 out of 5 stars,-,-,-
625,14,Ke'Shawn Williams,CIN,WR221,6,-,-,4 out of 5 stars,-,-,-
626,14,Pierre Strong Jr.,GB,RB163,11,-,-,4 out of 5 stars,-,-,-
627,14,Jamal Haynes,FA,RB164,-,-,-,-,-,-,-
628,14,Hayden Large,CHI,TE120,10,-,-,2 out of 5 stars,-,-,-
629,14,Connor Heyward,LV,TE121,13,-,-,3 out of 5 stars,-,-,-
630,14,Michael Wortham,JAC,WR222,7,-,-,4 out of 5 stars,-,-,-
631,14,Brittain Brown,CHI,RB165,10,-,-,2 out of 5 stars,-,-,-
632,14,Hassan Haskins,NE,RB166,11,-,-,2 out of 5 stars,-,-1.8,10% (1/10)
633,14,Kenny McIntosh,FA,RB167,-,-,-,-,-,-,-
634,14,Ronnie Bell,FA,WR223,-,-,-,-,-,-,-
635,14,Kendric Pryor,FA,WR224,-,-,-,-,-,-,-
636,14,Tahj Washington,FA,WR225,-,-,-,-,-,-,-
637,14,Chip Trayanum,NYJ,RB168,13,-,-,3 out of 5 stars,-,-,-
638,15,Terion Stewart,KC,RB169,5,-,-,3 out of 5 stars,-,-,-
639,15,Zack Moss,FA,RB170,-,-,-,-,-,-,-
640,15,Xavier Weaver,FA,WR226,-,-,-,-,-,-1,25% (1/4)
641,15,Jeff Wilson Jr.,FA,RB171,-,-,-,-,-,-,-
642,15,Gus Edwards,FA,RB172,-,-,-,-,-,-,-
643,15,Royce Freeman,FA,RB173,-,-,-,-,-,-,-
644,15,Raheem Mostert,LV,RB174,13,-,-,2 out of 5 stars,-,-1.2,16% (2/12)
645,15,Tylan Wallace,CLE,WR227,11,-,-,3 out of 5 stars,-,-,-
646,15,D'Onta Foreman,FA,RB175,-,-,-,-,-,-,-
647,15,Trayveon Williams,FA,RB176,-,-,-,-,-,-0.5,40% (2/5)
648,15,Dare Ogunbowale,LV,RB177,13,-,-,2 out of 5 stars,-,-0.3,25% (4/16)
649,15,Clyde Edwards-Helaire,FA,RB178,-,-,-,-,-,-,-
650,15,Simi Fehoko,ARI,WR228,14,-,-,2 out of 5 stars,-,-,-
651,15,Darrynton Evans,FA,RB179,-,-,-,-,-,-,-
652,15,Myles Gaskin,FA,RB180,-,-,-,-,-,-,-
653,15,Braxton Berrios,NYG,WR229,8,-,-,4 out of 5 stars,-,-,-
654,15,Tyrion Davis-Price,FA,RB181,-,-,-,-,-,-,-
655,15,LaJohntay Wester,BAL,WR230,13,-,-,4 out of 5 stars,-,-,-
656,15,Camden Brown,DAL,WR231,14,-,-,2 out of 5 stars,-,-,-
657,15,Ryan Miller,MIA,WR232,6,-,-,3 out of 5 stars,-,-,-
658,15,Vinny Anthony II,ATL,WR233,11,-,-,3 out of 5 stars,-,-,-
659,15,Gabe Davis,FA,WR234,-,-,-,-,-,-,-
660,15,Juice Wells Jr.,FA,WR235,-,-,-,-,-,-,-
661,15,Ricky White III,SEA,WR236,11,-,-,3 out of 5 stars,-,-,-
662,15,Quez Watkins,FA,WR237,-,-,-,-,-,-,-
663,16,Emmanuel Henderson Jr.,SEA,WR238,11,-,-,3 out of 5 stars,-,-,-
664,16,CJ Williams,JAC,WR239,7,-,-,4 out of 5 stars,-,-,-
